2.570736,4.26394
3.255756,3.61998
3.485076,3.62406
2.47548,3.68526
4.0425,4.62366
1.854552,4.91062
2.931768,4.62706
3.01644,4.90518
3.275748,5.79666
5.129124,5.76538
4.908036,5.01126
1.822212,4.73178
3.118164,1.21346
2.399628,1.95942
3.602088,6.00474
4.790436,4.94122
4.078956,5.8735
3.904908,4.24354
3.675588,3.97426
3.351012,3.94706
3.76908,4.32786
2.665992,3.46902
3.997812,4.4829
4.087188,4.46658
2.576616,4.7328
4.419408,5.87622
3.399228,6.89214
4.250652,5.78238
4.713408,5.60286
4.53054,4.5747
2.320836,5.34718
3.857868,5.08878
3.446268,4.76034
4.234776,6.09586
4.34238,4.45366
3.874332,4.73178
3.592092,4.7311
4.597572,5.21798
4.261236,4.56042
3.6309,3.75054
4.846884,4.84194
3.300444,5.48794
4.686948,5.10646
5.062092,4.8501
3.878448,5.10646
4.372956,5.11666
4.384716,4.7889
4.565232,4.92966
5.693016,5.28394
1.392384,3.78454
3.6897,4.02526
2.270268,5.1153
5.321988,4.66854
3.947244,3.6703
1.747536,3.67
2.089752,3.24666
5.0274,4.09054
2.59896,3.13038
3.0429,3.49962
3.355128,4.28842
3.590328,4.55362
4.354728,3.42958
3.359244,4.50738
3.780252,4.36866
3.58974,5.88166
4.104828,4.32582
4.131288,5.38798
1.848672,3.53838
2.421972,2.2593
4.0425,3.6465
1.785756,3.64514
4.587576,3.7485
3.82494,3.76074
2.681868,3.22626
2.78712,3.38742
1.587012,4.87152
3.292212,4.02186
3.285744,2.2185
2.100336,2.70606
5.637744,3.38266
3.259284,3.95998
3.028788,3.83826
2.788884,3.0345
4.362372,3.46222
2.304372,2.11038
4.76574,4.37614
3.666768,1.56162
1.818096,4.54342
