5.949972,4.16058
5.286708,3.8811
6.201636,4.57198
7.66752,5.03098
4.901568,4.23198
5.775336,4.11094
5.370792,4.28026
6.513864,4.83582
6.789636,4.45842
6.580896,4.5951
6.027,5.18466
5.183808,4.57878
5.589528,4.6359
6.25632,4.28502
5.169696,4.35234
5.949972,4.59306
5.840604,4.42102
5.084436,4.6597
6.0858,4.83174
6.316884,4.59918
7.25592,4.5339
5.564832,4.43326
7.010724,4.5679
5.90352,4.14426
5.615988,4.53798
6.207516,4.20342
5.713008,4.89906
5.50368,4.49854
5.826492,3.9457
6.156948,5.48386
6.187524,4.74742
5.723004,4.42986
5.30964,5.46822
6.201048,4.7277
6.363924,4.8025
5.510148,4.88002
5.431356,4.47814
5.367852,4.97998
6.957804,4.77802
6.228096,5.34174
6.702024,4.87458
5.528376,4.3401
5.45958,4.39722
6.195168,4.9215
6.393912,4.95006
5.129124,4.81474
5.864712,4.33126
5.688312,4.32106
5.775336,5.21526
5.795916,4.23742
6.049344,5.27578
6.345108,5.10714
5.937624,4.63726
6.722604,4.35234
5.473692,5.15134
5.578944,4.23402
6.19752,4.80114
5.872944,3.83418
5.437236,4.60326
5.85648,4.99494
6.258084,5.09694
5.820024,5.27986
6.055812,4.93782
6.24456,4.61958
5.455464,4.88818
6.096384,4.44346
5.784156,4.55158
7.535808,4.52166
