0.94,125.28,0.51,6
0.67,138.18,0.39,2
1.14,133.2,0.63,7
1.35,136.8,0.6,10
0.67,142.56,0.44,3
0.74,133.5,0.38,4
1.3,108.78,0.86,13
1.18,133.92,0.62,9
1.24,122.82,0.63,9
1.27,121.56,0.68,11
0.94,160.02,0.5,5
0.98,129.66,0.64,8
1.18,120.78,0.74,12
1.11,128.94,0.6,6
1.03,119.7,0.68,9
0.94,142.62,0.51,5
1,128.76,0.57,7
0.95,149.64,0.63,4
0.95,149.64,0.5,5
0.95,142.8,0.47,5
1.28,125.04,0.6,9
0.94,129.12,0.56,7
1.33,123.18,0.67,10
1.05,116.88,0.6,8
1.25,117.9,0.79,12
1.01,126.54,0.53,6
1.07,135.78,0.64,9
0.72,144.9,0.4,4
1.05,104.88,0.61,10
1.08,160.02,0.59,7
1.19,128.46,0.67,10
0.98,133.2,0.57,6
1.08,145.26,0.7,12
0.76,163.08,0.34,2
1.22,130.08,0.67,10
0.97,142.26,0.59,7
1.14,120.54,0.73,10
0.71,159.06,0.41,4
1.19,139.26,0.57,7
1.21,148.8,0.68,9
0.95,146.28,0.42,6
0.96,122.64,0.58,8
1.04,121.02,0.65,9
0.89,152.28,0.44,5
0.95,153.12,0.46,5
1.01,130.44,0.67,10
0.86,139.98,0.46,4
0.83,139.68,0.46,4
0.74,171.48,0.38,3
0.94,137.22,0.53,4
0.97,167.76,0.52,4
0.85,174.24,0.39,2
0.82,148.98,0.42,4
1.15,119.7,0.57,9
0.99,150.24,0.61,7
0.89,132.06,0.52,5
1.1,132.9,0.6,9
0.94,120.3,0.52,5
1.01,130.38,0.63,8
0.78,165,0.4,3
0.94,157.44,0.47,5
0.8,167.88,0.42,4
1.22,136.92,0.71,9
1.37,120.3,0.8,12
1,142.5,0.62,7
1.24,119.52,0.72,10
1.2,116.76,0.73,13
1.38,124.68,0.64,9
