0.85,108.3,0.88,13
0.77,101.46,0.73,8
0.94,87.72,0.83,15
0.86,90.18,0.9,18
0.93,122.4,0.75,11
0.44,143.16,0.66,7
0.99,117,0.94,16
0.69,125.4,0.7,15
0.59,154.92,0.59,12
1.01,158.4,0.67,10
0.92,131.82,0.63,12
0.5,128,0.71,10
0.93,16.82,0.87,15
0.31,65.16,0.49,5
0.58,179.52,0.54,6
0.9,144.06,0.63,7
0.91,161.58,0.73,10
1.09,107.7,0.89,13
0.92,97.8,0.79,16
0.76,102.5,0.71,11
1.08,111.72,0.9,20
0.84,83.82,0.86,18
0.87,118.26,0.71,11
0.99,115.8,0.79,12
0.72,128.03,0.78,10
0.85,164.52,0.64,9
0.48,210.24,0.49,5
0.52,172.98,0.41,6
0.9,159.78,0.64,8
0.62,152.64,0.45,3
0.48,156,0.63,7
0.82,144.66,0.69,8
0.75,135,0.69,8
0.74,178.02,0.58,7
0.85,129.72,0.65,7
0.98,128,0.81,10
0.67,137.88,0.61,7
0.71,161,0.51,5
0.81,129.12,0.63,8
0.86,96.72,0.75,11
0.7,155,0.47,4
0.83,142.32,0.77,16
0.83,148.92,0.59,7
0.92,134.34,0.61,9
1.02,131.1,0.84,16
0.96,139.32,0.73,10
0.7,148.38,0.53,5
0.77,147.9,0.56,6
1.25,144.24,0.78,10
0.44,103,0.72,9
0.87,107.22,0.75,10
0.55,142.14,0.69,9
1.2,118.44,0.79,17
0.94,88.86,0.77,16
0.71,88.86,0.88,19
0.48,81.9,0.66,11
0.77,119.04,0.5,7
0.75,73.2,0.8,15
0.76,89.34,0.75,11
0.8,107.04,0.74,16
0.84,114.84,0.74,16
0.97,83.76,0.74,13
0.84,117,0.77,12
0.44,152.52,0.41,2
0.46,185.58,0.45,4
0.6,145.32,0.49,3
0.67,157.2,0.54,7
0.57,88.5,0.76,12
0.34,69.36,0.51,6
0.93,93.66,0.75,11
0.52,89,0.73,14
0.8,105.24,0.58,8
0.5,128.7,0.45,3
0.62,81.3,0.69,11
0.52,91.32,0.6,9
0.46,129.69,0.71,11
0.75,99.42,0.71,15
0.5,56.94,0.52,9
0.77,61.38,0.88,18
0.9,98.22,0.52,7
0.43,129.06,0.47,4
0.81,97.32,0.79,12
0.35,96.78,0.47,5
0.67,114.42,0.51,4
0.32,69.6,0.51,5
0.66,141.3,0.45,4
0.46,64.02,0.44,3
0.46,122.46,0.68,10
